GA_Id,Name,YE_Id,Comment,Filename,FileToRun,FilenameIndex,ScrnshotFilename,MU_Id,GE_Id,PU_Id,DI_Id,CR_Id,SidFilename,DateLastPlayed,TimesPlayed,CCode,HighScore,FA,SA,Fav,PR_Id,LA_Id,Extras,Classic,Rating,V_LoadingScreen,V_HighScoreSaver,V_IncludedDocs,V_PalNTSC,V_TrueDriveEmu,V_Length,V_Trainers,PlayersFrom,PlayersTo,PlayersSim,V_Comment,Adult,MemoText,Prequel,Sequel,Related,Control,CRC,Filesize,Version,Gemus,V_LengthType
5986,"Protronix",31,"","p2\PROTRONI_05986_01.zip","",0,"P\Protronix.png",2268,3,64,8,659,"MUSICIANS\F\FAME\Protronix.sid","",0,4,"",0,0,0,2326,2,0,0,0,0,1,0,1,0,402,13,1,1,0,"",0,"",0,0,0,0,"",0,1,"",0
5987,"Prowler",27,"","p2\PROWLER_05987_01.zip","",0,"P\Prowler.png",38,102,32,8,759,"","",0,4,"",0,0,0,1389,2,1,0,0,1,0,1,3,0,255,0,1,1,0,"",0,"",0,0,0,0,"",0,1,"",0
5988,"Psi 5 Trading Company",26,"disk version","p2\PSI5-0_05988_01.zip","PSI5-0.D64",0,"P\Psi_5_Trading_Company.png",128,96,106,8,603,"MUSICIANS\B\Bogas_Ed\PSI-5_Trading_Company.sid","",0,4,"",0,0,0,1891,2,1,0,0,1,0,0,3,0,2,0,1,1,0,"NOTE: turn disk when selecting the crew",0,"",0,0,19360,0,"",0,1,"
",1
5989,"Psi 5 Trading Company",26,"tape version","p2\PSI5COMP_05989_01.zip","",0,"P\Psi_5_Trading_Company.png",128,96,106,8,7,"MUSICIANS\B\Bogas_Ed\PSI-5_Trading_Company.sid","",0,4,"",0,0,0,1891,2,1,0,0,0,0,0,3,0,86,0,1,1,0,"",0,"",0,0,5988,0,"",0,1,"",0
5990,"Psi-Droid",28,"","p2\PSIDROID_05990_01.zip","",0,"P\Psi-Droid.png",75,101,42,8,418,"MUSICIANS\G\Gilmore_Adam\PSI_Droid.sid","",0,4,"",0,0,0,2228,2,1,0,0,1,0,1,3,0,232,3,1,1,0,"",0,"",0,0,14054,0,"",0,1,"",0
5991,"Psi Warrior",24,"","p2\PSIWARR_05991_01.zip","",0,"P\Psi-Warrior.png",39,6,168,8,7,"","",0,4,"",0,0,0,5890,2,1,0,0,0,0,0,3,0,130,0,1,1,0,"",0,"",0,8504,0,0,"",0,1,"",0
5992,"Psion 3",27,"Compute mit 1987/07","p2\PSION3_05992_01.zip","",0,"P\Psion_3.png",39,41,3057,8,347,"","",0,4,"",0,0,0,5795,2,0,0,0,0,0,0,3,0,68,0,1,1,0,"",0,"",0,0,0,0,"",0,1,"",0
5993,"Psycastria",26,"","p2\PSYCASTR_05993_01.zip","",0,"P\Psycastria.png",205,106,197,8,59,"GAMES\M-R\Psycastria.sid","",0,4,"29100",0,0,0,2203,2,1,0,0,1,0,1,3,0,185,1,1,4,0,"",0,"",0,0,0,0,"",0,1,"",0
5994,"Psychic Kaos",33,"Game On 1993/07","p2\PSYKAOS_05994_01.zip","",0,"P\Psychic_Kaos.png",290,2,1884,8,116,"MUSICIANS\M\Moon\Psychic_Kaos.sid","",0,4,"",0,0,0,948,2,0,0,0,1,1,0,3,0,444,2,1,1,0,"",0,"",0,0,0,0,"",0,1,"",0
5995,"Psycho",25,"Happy Computer 1985/08, 64'er Sonderheft 66 / unofficial English translation is included","p2\PSYCHO1_05995_01.zip","",0,"P\Psycho_v1.png",39,87,1883,8,21,"","",0,4,"",0,0,0,497,9,0,0,0,0,0,1,3,0,79,0,1,1,0,"",0,"",0,0,0,2,"",0,1,"",0
5996,"Psycho - Arcade Quest",28,"","p2\PSYCHO-A_05996_01.zip","PSYCHO-A.D64",0,"P\Psycho_-_Arcade_Quest.png",38,99,92,8,660,"","",0,4,"",0,0,0,2328,2,1,0,0,0,0,0,1,0,2,0,1,1,0,"",0,"",0,0,0,0,"",0,1,"",1
5997,"Psycho Hopper",29,"","p2\PSYCHOHO_05997_01.zip","",0,"P\Psycho_Hopper.png",3325,1,32,8,1,"MUSICIANS\W\Williams_Tony\Psycho_Hopper.sid","",0,4,"",0,0,0,2198,2,1,0,0,1,0,0,3,0,146,4,1,1,0,"",0,"",0,0,0,0,"",0,1,"",0
5998,"Psycho Pigs UXB",28,"","p2\PSYCHOPG_05998_01.zip","",0,"P\Psycho_Pigs_UXB.png",191,2,46,8,3,"MUSICIANS\F\Follin_Tim\Psycho_Pigs_UXB.sid","",0,4,"",0,0,0,1661,2,1,0,0,0,0,1,3,0,124,9,1,2,1,"",0,"",0,0,0,0,"",0,1,"",0
5999,"Psycho Soldier",27,"","p2\PSYCHOSO_05999_01.zip","",0,"P\Psycho_Soldier.png",234,6,33,8,661,"GAMES\M-R\Psycho_Soldier.sid","",0,4,"",0,0,0,214,2,1,0,0,1,0,0,0,0,143,1,1,1,0,"",0,"",475,0,0,0,"",0,1,"",0
6000,"Psycloid",28,"","p2\PSYCLOID_06000_01.zip","",0,"P\Psycloid_(Original).png",39,5,1981,8,2,"","",0,4,"",0,0,0,1572,2,0,0,0,0,0,0,3,0,56,2,1,1,0,"",0,"",0,0,9706,0,"",0,1,"",0
6001,"Psytron",24,"","p2\PSYTRON_06001_01.zip","",0,"P\Psytron.png",39,5,168,8,7,"","",0,4,"",0,0,0,5891,2,1,0,0,0,0,0,3,0,121,0,1,1,0,"",0,"",0,0,0,0,"",0,1,"",0
6002,"Psyxx",28,"Game On 1988/11","p2\PSYXX_06002_01.zip","",0,"P\Psyxx.png",566,7,1884,8,282,"GAMES\M-R\Psyxx.sid","",0,4,"",0,0,0,2330,2,0,0,0,1,0,0,3,1,171,3,1,1,0,"",0,"",0,0,0,0,"",0,1,"",0
6003,"Pub Games",26,"","p2\PUBGAME0_06003_01.zip","PUBGAME0.D64",0,"P\Pub_Games.png",40,74,59,8,193,"MUSICIANS\D\Daglish_Ben\Pub_Games.sid","",0,4,"",0,0,0,292,2,1,0,0,0,0,0,3,0,2,0,1,2,1,"levelpacked version also included on 2nd disk / ""Italian"" darts on 1st disk",0,"Contains following events:
--------------------------
Poker, Darts, Bar Billiard, Dominoes, Table Soccer, Black Jack, Skittles",0,0,17861,0,"",0,1,"",1
6004,"Pub Quest",24,"","p2\PUBQUEST_06004_01.zip","",0,"P\Pub_Quest.png",39,88,923,8,7,"","",0,4,"",0,0,0,10,2,0,0,0,0,0,1,3,0,134,0,1,1,0,"",0,"",0,0,0,2,"",0,1,"",0
6005,"Pub Trivia",29,"a.k.a. ""Pub Trivia Simulator"" on cover","p2\PUBTRIVI_06005_01.zip","",0,"P\Pub_Trivia.png",168,46,41,8,22,"MUSICIANS\B\Barrett_Steve\Monte_Carlo_Casino.sid","",0,4,"",0,0,0,930,2,1,0,0,1,0,0,3,0,428,0,1,4,0,"",0,"",0,0,0,0,"",0,1,"",0
6006,"Puc Man",23,"","p2\PUCMAN!_06006_01.zip","",0,"P\Puc_Man.png",38,55,37,8,363,"","",0,4,"",0,0,0,1,2,0,0,0,0,0,0,3,0,25,0,1,2,0,"",0,"",0,0,6498,1,"",0,1,"",0
6007,"Pucman",32,"64'er 1992/12 / a.k.a. ""Home-Pac"" / a.k.a. ""Crest's Pacman""","p2\PUCMAN_06007_01.zip","",0,"P\Pucman.png",39,55,1882,8,44,"","",0,4,"",0,0,0,2729,2,0,0,0,0,0,0,3,0,13,3,1,1,0,"",0,"",0,0,0,0,"",0,1,"",0
6008,"Pudwerx and Dawsy",34,"Commodore Format 1994/04 (Issue #43)","p2\PUDWERX_06008_01.zip","",0,"P\Pudwerx_and_Dawsy.png",39,5,259,8,189,"","",0,4,"",0,0,0,27,2,1,0,0,0,0,0,3,0,89,2,1,2,1,"",0,"",0,0,0,0,"",0,1,"",0
6009,"Puffball & Pooflie",2,"","p2\PUFFBALL_06009_01.zip","",0,"P\Puffball_&_Pooflie.png",39,99,39,8,7,"","",0,4,"",0,0,0,327,2,0,0,0,0,0,0,1,0,12,0,1,1,0,"",0,"",0,0,0,2,"",0,1,"",0
6010,"Puffy's Saga",30,"","p2\PUFFYSSA_06010_01.zip","",0,"P\Puffy's_Saga.png",74,3,185,8,61,"MUSICIANS\F\FAME\Hendriks_Michael\Puffys_Saga.sid","",0,4,"",0,0,0,446,2,1,0,0,1,1,0,3,0,566,16,1,1,0,"",0,"",0,0,0,0,"",0,1,"",0
6011,"Pull",30,"Game On 1990/09","p2\PULL_06011_01.zip","",0,"P\Pull.png",38,62,1884,8,7,"","",0,4,"",0,0,0,2332,2,0,0,0,0,0,0,3,0,56,0,2,2,1,"",0,"",0,0,0,0,"",0,1,"",0
6012,"Pulsar",2,"","p2\PULSAR_06012_01.zip","",0,"P\Pulsar.png",1495,153,626,8,7,"","",0,4,"",0,0,0,2333,2,0,0,0,0,0,0,3,0,119,0,1,2,1,"",0,"",0,0,0,0,"",0,1,"",0
6013,"Pulse Warrior",28,"","p2\PULSEWAR_06013_01.zip","",0,"P\Pulse_Warrior.png",168,2,32,8,13,"MUSICIANS\B\Barrett_Steve\Pulse_Warrior.sid","",0,4,"",0,0,0,1,2,1,0,0,0,0,0,3,0,116,1,1,1,0,"",0,"",0,0,14060,0,"",0,1,"",0
6014,"Pulsoid",27,"a.k.a. ""Pulsoids"" on cover","p2\PULSOID_06014_01.zip","",0,"P\Pulsoid.png",168,44,32,8,3,"MUSICIANS\B\Barrett_Steve\Pulsoid.sid","",0,4,"",0,0,0,2334,2,1,0,0,0,0,0,3,0,84,3,1,2,0,"",0,"",0,0,0,0,"",0,1,"",0
6015,"Pumpkin [Preview]",35,"","p2\PUMPKIN-_06015_01.zip","",0,"P\Pumpkin_Preview.png",38,3,883,8,240,"","",0,4,"",0,0,0,1,2,0,0,0,0,0,0,3,0,49,0,-1,-1,0,"",0,"",0,0,0,0,"",0,1,"",0
6016,"Punch and Judy",29,"","p2\PUNCHAND_06016_01.zip","",0,"P\Punch_and_Judy.png",38,99,213,8,7,"","",0,4,"",0,0,0,2092,2,1,0,0,0,0,0,3,0,87,0,1,1,0,"",0,"",0,0,0,0,"",0,1,"",0
6017,"Punchy",23,"","p2\PUNCHY_06017_01.zip","",1,"P\Punchy.png",32,2,425,8,7,"MUSICIANS\W\Whittaker_David\Punchy.sid","",0,4,"",0,0,0,694,2,1,0,0,0,0,0,3,0,45,0,1,1,0,"",0,"",0,0,0,0,"",0,1,"",0
6018,"Punkiller",29,"Commodore 64 Club #10","p2\PUNKILLR_06018_02.zip","",0,"P\Punkiller.png",38,7,454,8,87,"","",0,4,"",0,0,0,2335,2,1,0,0,1,0,0,3,0,347,2,1,2,1,"2 versions (trained / music-menu)",0,"",0,0,0,0,"",0,2,"",0
6019,"Pure Seed",31,"Game On 1991/04","p2\PURESEED_06019_02.zip","",0,"P\Pure_Seed.png",74,6,1884,8,7,"MUSICIANS\F\FAME\Hendriks_Michael\Pure_Seed.sid","",0,4,"",0,0,0,383,2,1,0,0,1,1,0,3,0,103,0,1,1,0,"",0,"Musician is miscredited in the game",0,0,0,0,"",0,2,"",0
6020,"Pure-Stat Baseball",26,"includes ""1985 Teams"" disk","p2\PURESTB0_06020_02.zip","PURESTB0.D64",0,"P\Pure-Stat_Baseball.png",39,51,298,8,7,"","",0,4,"",0,0,0,2336,2,1,0,0,1,0,0,3,0,2,0,0,2,0,"",0,"",0,0,6021,0,"",0,2,"",1
6021,"Pure-Stat Baseball - Manager Edition",26,"","p2\PURESTAT_06021_01.zip","",0,"P\Pure-Stat_Baseball_Manager_Edition.png",39,51,298,8,7,"","",0,4,"",0,0,0,2336,2,0,0,0,0,0,0,3,0,644,0,0,2,0,"",0,"",0,0,6020,0,"",0,1,"",0
6022,"Purple Eye, The",24,"","p2\PURPLEEY_06022_01.zip","",0,"P\The_Purple_Eye.png",39,88,39,8,7,"","",0,4,"",0,0,0,2337,2,0,0,0,0,0,1,3,0,27,0,1,1,0,"",0,"",0,0,0,2,"",0,1,"",0
6023,"Purple Haze [Preview]",2,"","p2\PURPLEH-_06023_01.zip","",0,"P\Purple_Haze_Preview.png",1632,6,883,8,63,"MUSICIANS\B\Blackice\Purple_Haze_menu.sid","",0,4,"",0,0,0,2338,2,0,0,0,0,0,0,3,0,74,0,-1,-1,0,"",0,"",0,0,0,0,"",0,1,"",0
6024,"Purple Heart",28,"","p2\PURPLEHE_06024_02.zip","",0,"P\Purple_Heart.png",66,7,3118,8,1438,"MUSICIANS\D\Derrett_Jay\Death_or_Glory.sid","",0,4,"",0,0,0,213,2,1,0,0,1,1,1,3,0,411,13,1,2,1,"",0,"",0,0,0,0,"",0,2,"",0
6025,"Purple Turtles",23,"","p2\PURPLETU_06025_01.zip","",0,"P\Purple_Turtles.png",1823,2,70,8,7,"GAMES\M-R\Purple_Turtles.sid","",0,4,"",0,0,0,1179,2,1,0,0,0,0,0,3,0,54,0,1,1,0,"",0,"",0,0,0,0,"",0,1,"",0
6026,"Push",30,"64'er 1990/09, 64'er Sonderheft 79","p2\PUSH_06026_01.zip","",0,"P\Push.png",39,57,1882,8,7,"","",0,4,"",0,0,0,1,2,0,0,0,0,0,0,3,0,7,0,1,1,0,"",0,"",0,0,0,0,"",0,1,"",0
6027,"Push'em",29,"64'er Sonderheft 49, 64'er Sonderheft 73","p2\PUSHEM1_06027_01.zip","",0,"P\Push_'Em.png",532,57,1882,8,7,"MUSICIANS\T\Thiesse_Frederic\Push_em.sid","",0,4,"",0,0,0,257,2,0,0,0,0,0,0,3,0,36,0,1,1,0,"",0,"",0,0,11988,0,"",0,1,"",0
6028,"Push-It",34,"Game On 1994/07","p2\PUSH-IT_06028_01.zip","",0,"P\Push-It.png",328,42,1884,8,110,"","",0,4,"",0,0,0,572,2,0,0,0,0,1,0,3,0,308,2,1,2,1,"",0,"",0,0,0,0,"",0,1,"",0
6029,"Putt Putt Golf",34,"COMPUTE!'s Gazette 1994/04","p2\PUTTPUTT_06029_01.zip","",0,"P\Putt_Putt_Golf.png",39,34,587,8,7,"","",0,4,"",0,0,0,2339,2,0,0,0,0,0,1,3,0,53,0,1,1,0,"",0,"",0,0,4877,2,"",0,1,"",0
6030,"Puxxle",33,"","p2\PUXXLE_06030_01.zip","",0,"P\Puxxle.png",389,42,444,8,104,"MUSICIANS\F\Feiweier_Goesta\Puxxle.sid","",0,4,"",0,0,0,1,2,0,0,0,0,1,0,3,0,197,4,1,1,0,"",0,"don't rename files",0,0,0,0,"",0,1,"",0
6031,"Puzzlacki",34,"Magic Disk 64  1994/09","p2\PUZZLACK_06031_01.zip","",0,"P\Puzzlacki.png",401,42,209,8,7,"","",0,4,"",0,0,0,4100,2,0,0,0,0,0,1,3,0,123,0,1,1,0,"",0,"",0,0,0,0,"",0,1,"",0
6032,"Puzzle Gates of the Incas",23,"","p2\PUZZLEGA_06032_01.zip","",0,"P\Puzzle_Gates_of_the_Incas.png",38,42,2122,8,7,"","",0,4,"19008",0,0,0,2341,2,0,0,0,0,0,0,3,0,125,0,1,1,0,"",0,"",0,0,0,0,"",0,1,"",0
6033,"Puzzle Mania",2,"","p2\PUZZLEMA_06033_01.zip","",0,"P\Puzzle_Mania.png",134,42,916,8,63,"MUSICIANS\S\Schutten_Martijn\Puzzle_Mania.sid","",0,4,"",0,0,0,2342,2,0,0,0,0,1,0,1,0,161,2,1,1,0,"",0,"",0,0,0,0,"",0,1,"",0
6034,"Puzzle Mania",31,"COMPUTE!'s Gazette 1991/11","p2\PUZZLEMA_06034_01.zip","",0,"P\Puzzle_Mania_(Compute!).png",39,2,587,8,7,"","",0,4,"",0,0,0,654,2,0,0,0,0,0,0,3,0,10,0,1,1,0,"",0,"",0,0,0,0,"",0,1,"",0
6035,"Puzzle Page #105, The",33,"Loadstar #105","p2\PUZZP105_06035_01.zip","",0,"P\The_Puzzle_Page_105.png",1689,42,2442,8,7,"","",0,4,"",0,0,0,1290,2,0,0,0,0,0,1,1,1,220,0,1,1,0,"",0,"",0,0,13398,2,"",0,1,"",0
6036,"Puzzle Panic",24,"","p2\PUZZLEPA_06036_01.zip","",0,"P\Puzzle_Panic.png",38,42,50,8,229,"","",0,4,"",0,0,0,2343,2,1,0,0,0,0,0,3,0,142,0,1,1,0,"",0,"",0,0,0,0,"",0,1,"",0
6037,"Puzzle Shuffle",30,"Golden Disk 64 #11 (1990)","p2\PUZZLESH_06037_01.zip","",0,"P\Puzzle_Shuffle.png",68,42,1886,8,1377,"MUSICIANS\O\Ouwehand_Reyn\Puzzle_Shuffle.sid","",0,4,"",0,0,0,2344,2,0,0,0,0,0,0,3,0,114,2,1,1,0,"",0,"",0,0,0,0,"",0,1,"",0
6038,"Puzzlemaster",33,"64'er Sonderheft 97","p2\PUZZMAST_06038_01.zip","",0,"P\Puzzlemaster.png",478,42,1882,8,663,"GAMES\M-R\Puzzle_Master.sid","",0,4,"",0,0,0,1,2,0,0,0,0,1,0,3,0,270,4,1,1,0,"",0,"",0,0,0,0,"",0,1,"",0
6039,"Puzzlenoid",31,"64'er 1991/03, 64'er Sonderheft 79, 64'er 1998/05","p2\PUZZLENO_06039_01.zip","",0,"P\Puzzlenoid.png",303,57,1882,8,85,"MUSICIANS\D\Deek\Puzzlenoid.sid","",0,4,"",0,0,0,2345,2,0,0,0,0,1,0,3,0,93,4,1,1,0,"",0,"",0,0,0,0,"",0,1,"",0
6040,"Puzzletris",32,"64'er 1992/09","p2\PUZZTRIS_06040_01.zip","",0,"P\Puzzletris.png",39,20,1882,8,7,"","",0,4,"",0,0,0,6662,2,0,0,0,0,0,0,3,0,4,0,1,1,0,"",0,"",0,0,0,0,"",0,1,"",0
6041,"Puzznic",30,"","p2\PUZZNIC_06041_01.zip","",0,"P\Puzznic.png",126,42,2054,8,432,"MUSICIANS\F\Follin_Geoff\Puzznic.sid","",0,4,"",0,0,0,1,2,1,0,0,1,0,1,3,0,133,4,1,2,0,"",0,"",0,0,0,0,"",0,1,"",0
6042,"Pwappy's Flippers",2,"","p2\PWAPPYSF_06042_01.zip","",0,"P\Pwappy's_Flippers.png",39,45,1998,8,7,"","",0,4,"",0,0,0,1,2,0,0,0,0,0,0,3,0,79,0,1,4,0,"",0,"",0,0,0,1,"",0,1,"",0
6043,"Pyjamarama!",24,"","p2\PYJAMARA_06043_02.zip","",0,"P\Pyjamarama!.png",38,91,136,8,780,"GAMES\M-R\Pyjamarama.sid","",0,4,"",0,0,0,1,2,1,0,0,1,0,0,3,0,106,1,1,1,0,"",0,"",0,0,14180,0,"",0,2,"",0
6045,"Pyramid",32,"COMPUTE!'s Gazette 1992/08","p2\PYRAMID2_06045_01.zip","",0,"P\Pyramid_v2.png",39,193,587,8,7,"","",0,4,"",0,0,0,869,2,0,0,0,0,0,1,3,0,35,0,1,1,0,"",0,"",0,0,0,0,"",0,1,"",0
6046,"Pyramid Pete",24,"","p2\PYRAMIDP_06046_01.zip","",0,"P\Pyramid_Pete.png",39,161,928,8,59,"","",0,4,"8900",0,0,0,794,2,0,0,0,0,1,0,3,0,39,0,1,1,0,"",0,"",0,0,0,0,"",0,1,"",0
6047,"Pyramid [Preview]",5,"","p2\PYRAMID-_06047_01.zip","",0,"P\Pyramid_Preview.png",918,1,883,8,63,"MUSICIANS\J\Jeff\Gang_I_Den.sid","",0,4,"",0,0,0,2664,2,0,0,0,0,0,0,3,0,41,0,1,1,0,"",0,"",0,0,0,0,"",0,1,"",0
6048,"Pyramid Puzzler",4,"","p2\PYRAMIDP_06048_01.zip","",0,"P\Pyramid_Puzzler.png",3774,115,2721,8,7,"","",0,4,"",0,0,0,6031,2,0,0,0,0,0,1,3,0,129,0,1,2,0,"",0,"",0,0,0,0,"",0,1,"",0
6049,"Pyramid, The",24,"re-released by Paxman Promotions in 1986","p2\PYRAMIT1_06049_01.zip","",0,"P\The_Pyramid_v1.png",39,5,3191,8,7,"","",0,4,"9344",0,0,0,651,2,1,0,0,0,0,0,3,0,94,0,1,1,0,"",0,"",0,0,14188,0,"",0,1,"",0
6050,"Pyramide",32,"64'er 1992/06","p2\PYRAMIDE_06050_01.zip","",0,"P\Pyramide.png",39,57,1882,8,7,"","",0,4,"",0,0,0,2347,2,0,0,0,0,1,0,3,0,9,0,1,1,0,"",0,"",0,0,0,0,"",0,1,"",0
6051,"Pyramide, Die",29,"Magic Disk 64  1989/08","p2\PYRAMIDE_06051_01.zip","",0,"P\Die_Pyramide.png",39,12,209,8,7,"","",0,4,"",0,0,0,996,3,1,0,0,0,0,0,3,0,95,0,1,1,0,"",0,"",1297,0,0,0,"",0,1,"",0
6052,"Pyramiden Hero",30,"","p2\PYRAHERO_06052_02.zip","",0,"P\Pyramiden_Hero.png",39,88,1380,8,7,"","",0,4,"",0,0,0,788,3,0,0,0,0,0,0,3,0,88,0,1,1,0,"",0,"",0,0,0,2,"",0,2,"",0
6053,"Pyramidon",27,"Input 64  1987/05","p2\PYRAMIDO_06053_01.zip","",0,"P\Pyramidon.png",39,203,332,8,59,"","",0,4,"",0,0,0,2348,3,0,0,0,1,0,0,3,0,35,0,1,1,0,"",0,"",0,0,0,0,"",0,1,"",0
6054,"Pythonesque",4,"","p2\PYTHONES_06054_02.zip","",0,"P\Pythonesque.png",39,88,183,8,7,"","",0,4,"",0,0,0,2349,2,0,0,0,0,0,1,3,0,71,0,1,1,0,"",0,"",0,0,0,2,"",0,2,"",0
6055,"Q*Bert",2,"","q\Q-BERT2_06055_01.zip","",0,"Q\Q-Bert_v2.png",38,161,37,8,59,"GAMES\M-R\Q_Bert_version_2.sid","",0,4,"",0,0,0,449,2,0,0,0,0,0,0,3,0,16,0,1,1,0,"",0,"",0,0,0,0,"",0,1,"",0
6056,"Q*Bopper",23,"","q\Q-BOPPER_06056_01.zip","",0,"Q\Q_Bopper.png",38,161,229,8,7,"","",0,4,"",0,0,0,1,2,0,0,0,1,0,0,3,0,21,0,1,1,0,"",0,"",0,0,597,0,"",0,1,"",0
6057,"Q-Bernd",24,"64'er 1984/07","q\Q-BERND_06057_01.zip","",0,"Q\Q-Bernd.png",39,161,1882,8,7,"","",0,4,"232",0,0,0,503,3,0,0,0,0,0,0,3,0,17,0,1,1,0,"",0,"",0,0,0,1,"",0,1,"",0
6058,"Q*bert",23,"released in the US by Data East in 1985","q\Q-BERT1_06058_02.zip","",1,"Q\Q-bert_v1.png",38,161,291,8,59,"","",0,4,"",0,0,0,1,2,1,0,0,1,0,0,3,0,44,0,1,2,0,"",0,"",0,0,17334,0,"",0,2,"",0
6059,"Q-Bird",26,"COMPUTE!'s Gazette 1986/12 (Issue #42), Best of COMPUTE! & Gazette","q\Q-BIRD_06059_01.zip","",0,"Q\Q-Bird.png",1702,161,587,8,7,"","",0,4,"",0,0,0,1175,2,1,0,0,0,0,0,3,0,15,0,1,1,0,"",0,"",0,0,0,0,"",0,1,"",0
6060,"Q*Bix",38,"Loadstar #166","q\QBIX_06060_01.zip","",0,"Q\Q-Bix.png",39,161,542,8,7,"","",0,4,"",0,0,0,2998,2,0,0,0,0,1,1,3,0,75,0,1,1,0,"",0,"",0,0,0,0,"",0,1,"",0
6061,"Q-Link in Peril",2,"","q\Q-LINKIP_06061_01.zip","",0,"Q\Q-Link_in_Peril.png",39,88,1889,8,7,"","",0,4,"",0,0,0,2999,2,0,0,0,1,0,0,3,0,101,0,1,1,0,"",0,"",0,0,0,2,"",0,1,"",0
6062,"Q10 Tankbuster",32,"","q\Q10TANKB_06062_01.zip","",0,"Q\Q10_Tankbuster.png",91,6,82,8,5,"MUSICIANS\R\Rodger_Andrew\Q10_Tankbuster.sid","",0,4,"",0,0,0,1494,2,1,0,0,1,0,0,3,0,107,5,1,1,0,"",0,"",0,0,0,0,"",0,1,"",0
6063,"Qewb",29,"COMPUTE!'s Gazette 1990/02 (Issue #80)","q\QEWB_06063_01.zip","",0,"Q\Qewb.png",39,42,587,8,7,"","",0,4,"",0,0,0,1224,2,1,0,0,0,0,0,3,0,14,0,1,1,0,"",0,"",0,0,0,0,"",0,1,"",0
6064,"Qix",2,"","q\QIX1_06064_01.zip","",0,"Q\Qix_v1.png",39,2,37,8,46,"","",0,4,"7032",0,0,0,723,2,0,0,0,0,0,1,3,0,30,1,1,1,0,"",0,"",0,0,7432,0,"",0,1,"",0
6065,"Quack",2,"","q\QUACK_06065_01.zip","",0,"Q\Quack.png",39,5,37,8,7,"","",0,4,"",0,0,0,6087,7,0,0,0,0,0,0,3,0,8,0,1,1,0,"",0,"",0,0,15683,0,"",0,1,"",0
6066,"Quad",28,"Commodore Disk User 1988/01-02, Magic Disk 64  1989/05, Your Commodore 1991/02 (Tape #14)","q\QUAD_06066_01.zip","",0,"Q\Quad.png",39,44,2599,8,21,"","",0,4,"",0,0,0,5486,2,1,0,0,0,0,1,3,0,51,3,1,2,1,"",0,"",0,0,0,0,"",0,1,"",0
6067,"Quad II",30,"Magic Disk 64  1990/02","q\QUAD2_06067_01.zip","",0,"Q\Quad_II.png",462,44,209,8,166,"MUSICIANS\W\Weber_Matthias\Quad_2.sid","",0,4,"",0,0,0,615,2,0,0,0,0,0,0,3,0,125,3,1,2,1,"",0,"",0,0,0,0,"",0,1,"",0
6068,"Quadra",30,"Magic Disk 64  1990/09","q\QUADRA_06068_01.zip","",0,"Q\Quadra.png",39,84,209,8,7,"","",0,4,"",0,0,0,3002,2,0,0,0,0,0,0,3,0,26,0,1,2,0,"",0,"",0,0,0,0,"",0,1,"",0
6069,"Quadranoid",27,"Happy Computer 1987/08, 64'er Sonderheft 61, 64'er Spielesammlung #3","q\QUADRANO_06069_02.zip","",0,"Q\Quadranoid.png",38,44,1883,8,7,"","",0,4,"",0,0,0,588,3,0,0,0,0,0,0,3,0,71,0,1,2,1,"",0,"Keyboard controls:
------------------
press RUN/STOP in main menu for level editor",0,0,0,0,"",0,2,"",0
6070,"Quadrant",33,"Game On 1993/11, 64'er 1995/07, 64'er 1999/08 / a.k.a. ""Quadrophenia""","q\QUADRANT_06070_02.zip","",0,"Q\Quadrant.png",232,2,1884,8,1175,"MUSICIANS\D\Detert_Thomas\Quadrant_PSID.sid","",0,4,"",0,0,0,295,2,0,0,0,0,1,0,3,0,399,2,1,2,1,"",0,"",0,0,0,0,"",0,2,"",0
6071,"Quadratic Area",28,"Input 64  1988/05","q\QUADRA-D_06071_01.zip","",0,"Q\Quadratic_Area.png",39,2,332,8,59,"","",0,4,"",0,0,0,3003,3,0,0,0,0,0,0,3,0,45,0,1,2,0,"",0,"",0,0,6072,0,"",0,1,"",0
6072,"Quadratic Area",28,"","q\QUADRA-E_06072_01.zip","",0,"Q\Quadratic_Area_(English_Version).png",39,2,39,8,349,"","",0,4,"",0,0,0,3003,2,0,0,0,0,0,0,3,0,50,2,1,2,0,"",0,"",0,0,6071,0,"",0,1,"",0
6073,"Quadrato",30,"Magic Disk 64  1990/06","q\QUADRATO_06073_01.zip","",0,"Q\Quadrato.png",39,112,209,8,7,"","",0,4,"",0,0,0,3004,3,1,0,0,0,0,0,3,0,25,0,1,1,0,"",0,"",0,0,0,0,"",0,1,"",0
6074,"Quadriga",29,"64'er Sonderheft 49","q\QUADRIGA_06074_01.zip","",0,"Q\Quadriga.png",39,136,1882,8,7,"","",0,4,"",0,0,0,2568,3,0,0,0,0,0,0,3,0,62,0,2,2,0,"",0,"",0,0,0,0,"",0,1,"",0
6075,"Quadris",38,"","q\QUADRIS_06075_01.zip","",0,"Q\Quadris.png",193,20,2747,8,61,"MUSICIANS\T\The_Blue_Ninja\Quadris.sid","",0,4,"",0,0,0,1,2,0,0,0,0,0,0,1,0,55,0,1,4,1,"",0,"",0,0,0,0,"",0,1,"",0
